Ulasan,stemming,Errors
gabisa pencet tombol sign in error di sistem nya,"['enggak bisa', 'pencet', 'tombol', 'sign', 'error', 'sistem']",-1
Good,[],0
Gooood,[],0
tidak bisa login,['login'],-1
Starbucks emang paling debes,"['starbucks', 'debes']",0
super app. thanks.,"['super', 'app', 'thanks']",0
"Parah, mau order di surabaya malah yang tersedia di jakarta ajaa.. segera di perbaiki","['parah', 'order', 'surabaya', 'sedia', 'jakarta', 'baik']",-1
Mantaap,['mantap'],0
"selalu error gaada internet waktu mau login dan buat passcode pdhal internetny kenceng, tolong diperbaiki..","['error', 'enggak ada', 'internet', 'login', 'passcode', 'internetny', 'kencang', 'tolong', 'baik']",-1
Gk bs daftar knp ya gk mau msk terus,['daftar'],-1
"Mau order buat lokasi terdekat malah gabisa. Asik di jkt mulu, kan gue tinggal di medan. Dah di search dan on location. Mengheran","['order', 'lokasi', 'dekat', 'enggak bisa', 'jakarta', 'mulu', 'tinggal', 'medan', 'search', 'location', 'heran']",-1
Sangat bagus,['bagus'],0
Excellent,['excellent'],0
Paraaaaaah banget gabsa sign in sama sekali sampai cape bgt sumpah,"['parah', 'banget', 'tidak bisa', 'sign', 'capek', 'banget', 'sumpah']",-1
Aplikasi ga guna,['aplikasi'],0
Starbuck mantap banyak bonus,"['starbuck', 'mantap', 'bonus']",1
Terbaik,['baik'],0
Aplikasi tidak dapat dibuka.,"['aplikasi', 'buka']",-1
Gak asik,[],0
"Mbak-mbak baristanya suka menjebak pembeli. Di daftar harga tertera 32rb, tapi mbak-mbak baristanya bilang ini itu ini itu, kami sebagai pembeli mengira itu free karena mbak-mbak baristanya gak bilang kalau tambah ini bayar sekian. Kopi yang tertera didaftar menu seharga 32rb, tapi waktu bayar 70rb.","['mbakmbak', 'baristanya', 'suka', 'jebak', 'beli', 'daftar', 'harga', 'tera', 'ribu', 'mbakmbak', 'baristanya', 'beli', 'mbakmbak', 'baristanya', 'bayar', 'sekian', 'kopi', 'tera', 'daftar', 'menu', 'harga', 'ribu', 'bayar', 'ribu']",0
Top,['top'],0
"Cek store terdekat aja ga bisa, gimana mau beli lewat aplikasi coba","['cek', 'store', 'dekat', 'beli', 'aplikasi', 'coba']",-1
"Yang gabisa nemu OTP, kalian bisa cari di Bagian Promo di email disitu tertera Kode OTP nya","['enggak bisa', 'nemu', 'otp', 'cari', 'promo', 'email', 'situ', 'tera', 'kode', 'otp']",1
Mohon dibantu starbuck saya udah join now saat saya mau sign in kok susah padahal saya udah punya kartu starbuck,"['bantu', 'starbuck', 'join', 'now', 'sign', 'sulit', 'kartu', 'starbuck']",-1
Kontholl mau masuk ribet banget sekeren apa si aplikasi lo dasar,"['kontholl', 'ribet', 'banget', 'keren', 'aplikasi', 'dasar']",0
Yg bilang login masukin code perasaan saya gampang² aja gada kesulitan. Kesulitan nya cuma 1 mau milih tapi kantong menipis:((( muehehe:v,"['login', 'masuk', 'code', 'asa', 'gampang', 'enggak ada', 'sulit', 'sulit', 'pilih', 'kantong', 'tip', 'muehehev']",0
Mantap,['mantap'],0
Starbucks lu lagi kenapa sii sekelas lu kenapa ribet amatt gini,"['starbucks', 'kelas', 'ribet']",0
"Rabu 17 November 21 jam 1353 dapat order dari customer sebesar rp.1juta lebih, sudah dikasih nota ,saya foto,saya tunggu diluar[karena nungguin didalam tidak boleh]sangat tidak menghargai ojol,saya tunggu 30menit lebih,pelayan cowok tinggi kurus keluar bilang mau dicancel, karena stok habis, njancuk koe mas, kerja nggak profesional, sekelas Starbucks dari Amerika tidak bisa menghargai waktu,waktu adalah uang,uang orderan saya hilang,tips customer juga hilang,staff Starbucks setahu saya min D3 ta","['rabu', 'november', 'jam', 'order', 'customer', 'rpjuta', 'kasih', 'nota', 'fotosaya', 'tunggu', 'diluarkarena', 'tunggu', 'dalam', 'bolehsangat', 'harga', 'ojolsaya', 'tunggu', 'menit', 'lebihpelayan', 'cowok', 'kurus', 'dicancel', 'stok', 'habis', 'njancuk', 'profesional', 'kelas', 'starbucks', 'amerika', 'harga', 'waktuwaktu', 'uanguang', 'order', 'hilangtips', 'customer', 'hilangstaff', 'starbucks', 'tahu']",0
Koq ga bs sign in yah???,['sign'],-1
mau login tp d suruh update. Giliran mau update malah ga bisa2,"['login', 'suruh', 'gilir']",-1
"jarang saya temui bintang 5, biar jd perwakilan, Jos sering ada Reward.","['jarang', 'temu', 'bintang', 'wakil', 'jos', 'reward']",1
Tidak bisa login ketika memasukan OTP gagal terus sudah 20kali. Tolong perbaiki lagi aplikasinya. Terimakasih,"['login', 'pasu', 'otp', 'gagal', 'tolong', 'baik', 'aplikasi', 'terimakasih']",-1
"Sulit sekali untuk bisa log in, sudah berhasil join now tapi tidak bisa log in. Saya sampai coba forget password tapi tetap tidak berhasil.","['sulit', 'log', 'hasil', 'join', 'now', 'log', 'coba', 'forget', 'password', 'hasil']",-1
Mak nyusssss,"['mak', 'nyuss']",0
Nice service,"['nice', 'service']",0
"Mantap ini ke3x dihapus, apps nya gk ngasih extra bintang pas top up, tulis email gk direspon, tlp customer care sibuk, ancuurrr, nipuuuuuu","['mantap', 'kex', 'hapus', 'apps', 'asih', 'extra', 'bintang', 'pas', 'top', 'up', 'tulis', 'email', 'direspon', 'telepon', 'customer', 'sibuk', 'ancuurr', 'nipuu']",-1
"gak bisa daftar katanya emailnya gak valid , pdhl email yang saya masukkan itu dipake setiap hari . Gimna sih ?","['daftar', 'email', 'valid', 'email', 'masuk', 'pakai']",-1
"Ini kopi kalau tidak niat dengan adanya aplikasi mending tidak usah pakai aplikasi deh.. ribet banget 🤦🤦 ya ampun.. kalau untuk perbandingan aplikasi antara kopi kenangan lebih mudah,, mulai daftar, pesen,, pembayaran dll🤦 padahal sekelas Starbucks mewah kenapa lemah di aplikasi, sebagai pecinta Starbucks kecewa sih🤦🤦","['kopi', 'niat', 'aplikasi', 'mending', 'pakai', 'aplikasi', 'ribet', 'banget', 'ampun', 'banding', 'aplikasi', 'kopi', 'kenang', 'mudah', 'daftar', 'pesan', 'bayar', 'dan lain', 'kelas', 'starbucks', 'mewah', 'lemah', 'aplikasi', 'cinta', 'starbucks', 'kecewa']",0
"Saran: minuman Internasional pelayanan kurang begitu baik,member sy sudah Gold sekarang menjadi Green Level mengapa❓❓❓ hitungan sy top up selama sebulan bisa mencapai 1.5juta..itupun sebagai pelanggan yg penikmat kopi tidak dirangsang dgn hadiah - hadiah ( karena jaman omincron )mohon utk kelanjutan dalam berbisnis..cari karyawan yg mengerti akan setiap pelanggan jangan bekerja dgn muka dilipat menjadi 6...","['saran', 'minum', 'internasional', 'layan', 'baikmember', 'gold', 'green', 'level', 'hitung', 'top', 'up', 'bulan', 'capai', 'jutaitupun', 'langgan', 'nikmat', 'kopi', 'rangsang', 'hadiah', 'hadiah', 'jaman', 'omincron', 'lanjut', 'berbisniscari', 'karyawan', 'erti', 'langgan', 'muka', 'lipat']",-1
Belom bisa order di bandung. Nanti klo ud bisa order ganti bintang 5,"['bom', 'order', 'bandung', 'order', 'ganti', 'bintang']",-1
E-CODE NYA ERROR MULU KALO NGASIH OTP YANG BENER BIKIN INVALID MULU SANDI BENER EMAIL BENER Kalo ga niat ngasih KODE ke pembeli gaush bikin apk nya.,"['ecode', 'error', 'mulu', 'asih', 'otp', 'invalid', 'mulu', 'sandi', 'email', 'niat', 'asih', 'kode', 'beli', 'gaush', 'apk']",-1
Ga jelas ga bisa masuk no otp tidak valid ga jelas,"['otp', 'valid']",-1
Very good,['very'],0
Baik,[],0
Good coffee quality,"['coffee', 'kualitas']",0
"Aplikasi rusak, ga bisa login _- internet tidak ada akses padahal sinyal kenceng _-","['aplikasi', 'rusak', 'login', 'internet', 'akses', 'sinyal', 'kencang']",-1
"Aplikasi gak bisa dibuka sama sekali, markom nul markom nul doang, balanceku masih ada. Kesal","['aplikasi', 'buka', 'markom', 'nul', 'markom', 'nul', 'doang', 'balanceku', 'kesal']",-1
Bagus.,['bagus'],0
Banyak promo,['promo'],1
"saya bantu ngasi bintang 5, kasian adminnya salah mulu ;)","['bantu', 'asih', 'bintang', 'kasihan', 'adminnya', 'salah', 'mulu']",0
"ga bisa sign in, padahal emailnya bener, passwordnya juga bener","['sign', 'email', 'passwordnya']",-1
Sangat puas minum starbucks,"['puas', 'minum', 'starbucks']",0
Aplikasi ini sangat berguna kasih bintang 5 jika bisa pembayaran via gopay,"['aplikasi', 'guna', 'kasih', 'bintang', 'bayar', 'via', 'gopay']",0
"Ga bisa registrasi, salah mulu ky cewek","['registrasi', 'salah', 'mulu', 'kaya', 'cewek']",-1
"Gabisa login terusss dah hampir sebulan nyoba login belum bisa2 sampe sekarang:""","['enggak bisa', 'login', 'bulan', 'coba', 'login']",-1
"Aplikasinya sakit, mending starling ga ribet :)","['aplikasi', 'sakit', 'mending', 'starling', 'ribet']",0
"Tidak bisa daftar, selain kendala kode OTP, banyak juga kenda lainnya saat mendaftar, seperti server error dan nomor atau email katanya sudah terdaftar padahal belum pernah download dan daftar sebelumnya. Sudah banyak komplain mengenai hal ini tapi pihak yang bersangkutan juga belum mengatasi sampai sekarang.","['daftar', 'kendala', 'kode', 'otp', 'kenda', 'daftar', 'server', 'error', 'nomor', 'email', 'daftar', 'download', 'daftar', 'komplain', 'sangkut', 'atas']",-1
"""INTERNAL SERVER ERROR"" PLEASE FIX IT.","['internal', 'server', 'error', 'fix']",-1
Feel at home❤😍👍🙏,"['feel', 'home']",0
Good taste,['taste'],0
Ok,[],0
"aplikasinya parah cacadnya ..lemot, lama, buat id aja prosesnya lama...masak starbuck buat aplikasi yg mufah simple aja g bisa g kayak branf kopi lain yg mudah simple cara daftar dan buat id nya...cacad parah sihh....dah banyak yg ngasih review jelek g malah diperbaiki aplikasi ..dasar hadehhh....","['aplikasi', 'parah', 'cacadnya', 'lot', 'id', 'proses', 'lamamasak', 'starbuck', 'aplikasi', 'mufah', 'simple', 'branf', 'kopi', 'mudah', 'simple', 'daftar', 'id', 'nyacacad', 'parah', 'sihhdah', 'asih', 'review', 'jelek', 'baik', 'aplikasi', 'dasar', 'hadehh']",-1
Jangan percaya voucher 10k,"['percaya', 'voucher']",-1
"Banyak penawaran asal diberikan ke konsumen, tanpa melihat kondisi dilapangan. Hapus aja aplikasi ini kalau tidak bermanfaat.","['tawar', 'konsumen', 'kondisi', 'lapang', 'hapus', 'aplikasi', 'manfaat']",-1
Susah banget joinnya,"['sulit', 'banget', 'joinnya']",-1
"Tidak bisa login, daftar pakai no lain juga tidak bisa","['login', 'daftar', 'pakai']",-1
Coffe nya the best,"['coffe', 'best']",0
Udah input verifikasi code yg dikirim ke email ttp gak ba masuk udah berapa kali dicoba ttp gak bisa,"['input', 'verifikasi', 'code', 'kirim', 'email', 'coba']",-1
Semakin di maksimalkan ya seluruh fitur nya,"['maksimal', 'fitur']",1
Jos mantul,"['jos', 'mantul']",0
Sangat membantu,['bantu'],0
Oke dan cepat,['cepat'],0
Harus lbh dipermudah lagi yaa aplikasinya Starbucks,"['mudah', 'aplikasi', 'starbucks']",0
Susah masuk nya,['sulit'],-1
Log in nya kaga mulu dah,"['log', 'mulu']",-1
Good apps,['apps'],0
👍🏻👍🏻👍🏻,[],0
Ok,[],0
Mau ganti password gabisa login terus. Padahal sudah perbarui password,"['ganti', 'password', 'enggak bisa', 'login', 'baru', 'password']",0
"Percuma download, ribet, gak bs ter-registrasi...","['download', 'ribet', 'terregistrasi']",-1
Menarik,['tarik'],0
"Aplikasinya buruk, ketika saya ingin join dan menginputkan kode security selalu gagal krn jaringan. Dasar aplikasi jelek","['aplikasi', 'buruk', 'join', 'menginputkan', 'kode', 'security', 'gagal', 'jaring', 'dasar', 'aplikasi', 'jelek']",-1
"app sangat lambat loadingnya, harap di upgrade. Kecewa","['app', 'lambat', 'loadingnya', 'harap', 'upgrade', 'kecewa']",0
"Kasih bintang 1 aja, daftar, di kaaih kode otp, pas isi data, kode otp invalid....🤣🤣","['kasih', 'bintang', 'daftar', 'kaaih', 'kode', 'otp', 'pas', 'isi', 'data', 'kode', 'otp', 'invalid']",-1
Semua udh bnr tp gabisa signin susah bgt,"['enggak bisa', 'signin', 'sulit', 'banget']",1
Okee sudah nice 👍,"['okee', 'nice']",0
Ribet mau login aja ngga bisa iklas ngga sih bikin aplikasi ini,"['ribet', 'login', 'iklas', 'aplikasi']",1
Aplikasi busuk mau masuk ribet amat,"['aplikasi', 'busuk', 'ribet']",0
"Aneh banget , udh lengkap buat join. Internal server error terus.","['aneh', 'banget', 'lengkap', 'join', 'internal', 'server', 'error']",-1
susah dipake,"['sulit', 'pakai']",0
Buang2 wkt udh daftar masuk pass tp g bs hadeehhh repot udh masuk email udh berhasil eh loading terus,"['buang', 'daftar', 'pas', 'aduh', 'repot', 'email', 'hasil', 'loading']",-1
"Apk semple. Udah daftr, Giliran log in gk bisa username invlid terus diforgt juga gk dpt blsn email, ini apk gj bnget saya sudah coba dftr 2x dengn no tlfon berbeda dan email berbda tetap sama gk bisa log in.","['apk', 'semple', 'daftr', 'gilir', 'log', 'username', 'invlid', 'diforgt', 'blsn', 'email', 'apk', 'gj', 'banget', 'coba', 'daftar', 'dengn', 'tlfon', 'beda', 'email', 'berbda', 'log']",-1
Susah kirim OTPnya mending gak usah download sebelum ada perbaikan jelas,"['sulit', 'kirim', 'otpnya', 'mending', 'download', 'baik']",-1
Good,[],0
"MENDING GAUSAH DOWNLOAD, APPLIKASI GAK GUNA, UDH KLIK KIRIM OTP BERKALI2 GAK ADA 1 PUN OTP YG MASUK KE SMS","['mending', 'enggak usah', 'download', 'aplikasi', 'klik', 'kirim', 'otp', 'kali', 'otp', 'sms']",-1
benerin tuh null code gajelas duit w banyak disini,"['benerin', 'null', 'code', 'enggak jelas', 'duit']",-1
Gak jelas gak masuk masuk otp nya,['otp'],-1
"Mohon aplikasi nya segera diperbaiki. Setiap join gak pernah dapet kode otp nya,padahal nomor hp yang gw masukin udah bener. Terus daftar lewat website nya malah gagal terus.","['aplikasi', 'baik', 'join', 'kode', 'otp', 'nyapadahal', 'nomor', 'handphone', 'masuk', 'daftar', 'website', 'gagal']",-1
OTPNYA GAK DIKIRIM KIRIIIIMMM . UDAH SEJAM GUE KLIK BERKALI KALI MINTA KODE OTP ! NIAT GAK SIH BKIN APK MEMBER?,"['otpnya', 'kirim', 'kiriimm', 'jam', 'klik', 'kali', 'kode', 'otp', 'niat', 'apk', 'member']",-1
Ga jelas bgt mau sign up kode otp ga dikirim-kirim . Sekelas starbucks aplikasinya nge bug gini terus. Auto uninstall deh,"['banget', 'sign', 'up', 'kode', 'otp', 'dikirimkirim', 'kelas', 'starbucks', 'aplikasi', 'bug', 'auto', 'uninstall']",-1
"Ga bisa digunakan, apk ngebug","['apk', 'ngebug']",-1
Register udah tinggal sign aja gaisa hdeh gamau jalan sign nya,"['register', 'tinggal', 'sign', 'gaisa', 'hdeh', 'enggak mau', 'jalan', 'sign']",-1
Aplikasi yang mengecewakan,"['aplikasi', 'kecewa']",0
Ga bisa masuk,[],-1
"Bagus, tp 6bulan kadaluarsa kartu, jd hangus uang di kartunya.","['bagus', 'kadaluarsa', 'kartu', 'hangus', 'uang', 'kartu']",-1
Ini kenapa gabsa login sih. Udh dpt otp segala macem ttep gabisa. Mw login dibilangnya salah password. Aneh ni aplikasi,"['tidak bisa', 'login', 'otp', 'enggak bisa', 'login', 'bilang', 'salah', 'password', 'aneh', 'aplikasi']",-1
"aplikasi belum layak pakai, harap di maintenance ulang","['aplikasi', 'layak', 'pakai', 'harap', 'maintenance', 'ulang']",0
"Aplikasi gajelas, gabisa login aneh padahal baru sign up","['aplikasi', 'enggak jelas', 'enggak bisa', 'login', 'aneh', 'sign', 'up']",-1
Tidak bisa ditarik uang nya kesel bngt buang2 duit dengan percuma,"['tarik', 'uang', 'kesel', 'banget', 'buang', 'duit']",-1
Enak buat nongkrong,['nongkrong'],0
"Alahhhhhh marketingggg di janjiin promo ini itu, tapi di persulit .. biar apa??? Biar di download tuh aplikasi 😑","['alahh', 'marketingg', 'janjiin', 'promo', 'sulit', 'download', 'aplikasi']",0
"Aplikasi nya nggak bisa di minimaze, mau liat kode otp diemail, malah kembali ke aplikasi ke hal sign in 😣😣😣","['aplikasi', 'minimaze', 'kode', 'otp', 'email', 'aplikasi', 'sign']",-1
Udah instal apk error ! Payah !!! Kasih bintang 1 karna apk nya tidak bisa dipakai dan server eror terus !!!,"['instal', 'apk', 'error', 'payah', 'kasih', 'bintang', 'apk', 'pakai', 'server', 'eror']",-1
We've vvttvl,"['weve', 'vvttvl']",0
Promo tiputipu..,"['promo', 'tiputipu']",-1
"Please jgn download karena bakal susah/ bahkan gk bisa login. Saya sudah dapat kode otp dari email, lalu sudah saya masukan kode itu ke apk Starbucks. Tapi kenapa notif nya password salah. Dan sudah saya ulangi resens otp 5x . Tetap saja gk bisa log in, sungguh buang2 waktu dan kuota demi promo 10rb","['download', 'sulit', 'login', 'kode', 'otp', 'email', 'masuk', 'kode', 'apk', 'starbucks', 'notif', 'password', 'salah', 'ulang', 'resens', 'otp', 'log', 'sungguh', 'buang', 'kuota', 'promo', 'ribu']",-1
Mau login ga bisa woyy,['login'],-1
Intern sever error,"['intern', 'sever', 'error']",-1
Gak bisa login terus,['login'],-1
Internal server error,"['internal', 'server', 'error']",-1
Bapuk,['bapuk'],0
RANIAC-698E87 gunain vocher aku buat dapet dis 50%,"['raniace', 'gunain', 'vocher', 'dis']",0
"Loading terus, gabisa dipake","['loading', 'enggak bisa', 'pakai']",-1
Gak bisa sign in,['sign'],-1
gabisaa log inn 👎🏾👎🏾👎🏾,"['gabisaa', 'log', 'inn']",-1
Login eror terus....,"['login', 'eror']",-1
Error terusssssss,['error'],-1
gabisa sign in blok,"['enggak bisa', 'sign', 'blok']",-1
"ga bisa daftar, error terus aneh","['daftar', 'error', 'aneh']",-1
No internet connection pala lo peyang. Kesel bgt gue!!,"['internet', 'connection', 'kepala', 'yang', 'kesel', 'banget']",-1
Gajelas tiap signin gabisa,"['enggak jelas', 'signin', 'enggak bisa']",-1
"Ini komentar saya yg ke 3 setelah 2 komentar sebelumnya di atas tanpa ada solusi sama sekali, coba deh kalian install aplikasi trus login / forgot password ,, gw jamin kode verifikasi nggak bakal masuk ke email kalian","['komentar', 'komentar', 'solusi', 'coba', 'install', 'aplikasi', 'login', 'forgot', 'password', 'jamin', 'kode', 'verifikasi', 'email']",-1
"Thank you for update, sudah lebih stabil dan user-friendly.","['thank', 'stabil', 'userfriendly']",0
Ngga bisa log in.... Padahal tinggal masukin kode Verifikasi nya aja,"['log', 'tinggal', 'masuk', 'kode', 'verifikasi']",-1
sekelas Starbucks kok aplikasi nya gini,"['kelas', 'starbucks', 'aplikasi']",0
Ga bisa login,['login'],-1
Gabisa login woi gimnaa;(,"['enggak bisa', 'login', 'gimnaa']",-1
Udah daftar udah selesai tapi pas log in masukin paswd malah gabisa 😶,"['daftar', 'selesai', 'pas', 'log', 'masuk', 'paswd', 'enggak bisa']",-1
Bali dikit boss masak jakarta,"['bal', 'dikit', 'bos', 'masak', 'jakarta']",-1
Aneh kaga bisa daftar,"['aneh', 'daftar']",-1
Mau login susah bgt,"['login', 'sulit', 'banget']",-1
Mau masuk suruh masukin email sudah bener semua tapi ga bisa anjrot,"['suruh', 'masuk', 'email', 'anjrot']",-1
"Aneh bgt sgala make referer kode, gajelas dh kan baru mau bikin akun knp jd ribet.","['aneh', 'banget', 'sgala', 'pakai', 'referer', 'kode', 'enggak jelas', 'akun', 'ribet']",-1
Jelek bangeeeeed ribed,"['jelek', 'bangeed', 'ribed']",0
"Aplikasinya ga jelas. Mau masuk aja ribet, gimana sih.","['aplikasi', 'ribet']",0
"Saya mau applay promo di startbuck tsm bandung ga bisa, tolong priksa","['applay', 'promo', 'startbuck', 'tsm', 'bandung', 'tolong', 'priksa']",-1
Baru download :( udah join in trus mw sign in tapi katanya invalid,"['download', 'join', 'sign', 'invalid']",-1
yang bener kalo bikin aplikasi gblk,"['aplikasi', 'gblk']",0
ga bisa login login jadi males,"['login', 'login', 'malas']",-1
"Click bait saja, tipu2","['click', 'bait', 'tipu']",0
"Gak bisaaa.... Pass di sign up failed keterangannya kode OTP failed, pdhal itu kode yg ngirim starbuck lgsg ke no HP kita.... Anehh!! Uninstall ajahlahh....","['pas', 'sign', 'up', 'failed', 'terang', 'kode', 'otp', 'failed', 'kode', 'kirim', 'starbuck', 'handphone', 'anehh', 'uninstall', 'ajahlahh']",-1
